1,A1BG
2,A1CF
3,A2M
4,A2ML1
5,A3GALT2
6,A4GALT
7,A4GNT
8,AAAS
9,AACS
10,AADAC
11,AADACL2
12,AADACL3
13,AADACL4
14,AADAT
15,AAED1
16,AAGAB
17,AAK1
18,AAMDC
19,AAMP
20,AANAT
21,AAR2
22,AARD
23,AARS
24,AARS2
25,AARSD1
26,AASDH
27,AASDHPPT
28,AASS
29,AATF
30,AATK
31,ABAT
32,ABCA1
33,ABCA2
34,ABCA3
35,ABCA4
36,ABCA5
37,ABCA6
38,ABCA7
39,ABCA8
40,ABCA9
41,ABCA10
42,ABCA12
43,ABCA13
44,ABCB1
45,ABCB4
46,ABCB5
47,ABCB6
48,ABCB7
49,ABCB8
50,ABCB9
51,ABCB10
52,ABCB11
53,ABCC1
54,ABCC2
55,ABCC3
56,ABCC4
57,ABCC5
58,ABCC6
59,ABCC8
60,ABCC9
61,ABCC10
62,ABCC11
63,ABCC12
64,ABCD1
65,ABCD2
66,ABCD3
67,ABCD4
68,ABCE1
69,ABCF1
70,ABCF2
71,ABCF3
72,ABCG1
73,ABCG2
74,ABCG4
75,ABCG5
76,ABCG8
77,ABHD1
78,ABHD2
79,ABHD3
80,ABHD4
81,ABHD5
82,ABHD6
83,ABHD8
84,ABHD10
85,ABHD11
86,ABHD12
87,ABHD12B
88,ABHD13
89,ABHD14A
90,ABHD14B
91,ABHD15
92,ABHD16A
93,ABHD16B
94,ABHD17A
95,ABHD17B
96,ABHD17C
97,ABHD18
98,ABI1
99,ABI2
100,ABI3
101,ABI3BP
102,ABL1
103,ABL2
104,ABLIM1
105,ABLIM2
106,ABLIM3
107,ABO
108,ABR
109,ABRA
110,ABRACL
111,ABRAXAS1
112,ABRAXAS2
113,ABT1
114,ABTB1
115,ABTB2
116,ACAA1
117,ACAA2
118,ACACA
119,ACACB
120,ACAD8
121,ACAD9
122,ACAD10
123,ACAD11
124,ACADL
125,ACADM
126,ACADS
127,ACADSB
128,ACADVL
129,ACAN
130,ACAP1
131,ACAP2
132,ACAP3
133,ACAT1
134,ACAT2
135,ACBD3
136,ACBD4
137,ACBD5
138,ACBD6
139,ACBD7
140,ACCS
141,ACCSL
142,ACD
143,ACE
144,ACE2
145,ACER1
146,ACER2
147,ACER3
148,ACHE
149,ACIN1
150,ACKR1
151,ACKR2
152,ACKR3
153,ACKR4
154,ACLY
155,ACMSD
156,ACO1
157,ACO2
158,ACOD1
159,ACOT1
160,ACOT2
161,ACOT4
162,ACOT6
163,ACOT7
164,ACOT8
165,ACOT9
166,ACOT11
167,ACOT12
168,ACOT13
169,ACOX1
170,ACOX2
171,ACOX3
172,ACOXL
173,ACP1
174,ACP2
175,ACP4
176,ACP5
177,ACP6
178,ACP7
179,ACPP
180,ACR
181,ACRBP
182,ACRV1
183,ACSBG1
184,ACSBG2
185,ACSF2
186,ACSF3
187,ACSL1
188,ACSL3
189,ACSL4
190,ACSL5
191,ACSL6
192,ACSM1
193,ACSM2A
194,ACSM2B
195,ACSM3
196,ACSM4
197,ACSM5
198,ACSM6
199,ACSS1
200,ACSS2
201,ACSS3
202,ACTA1
203,ACTA2
204,ACTB
205,ACTBL2
206,ACTC1
207,ACTG1
208,ACTG2
209,ACTL6A
210,ACTL6B
211,ACTL7A
212,ACTL7B
213,ACTL8
214,ACTL9
215,ACTL10
216,ACTN1
217,ACTN2
218,ACTN3
219,ACTN4
220,ACTR1A
221,ACTR1B
222,ACTR2
223,ACTR3
224,ACTR3B
225,ACTR3C
226,ACTR5
227,ACTR6
228,ACTR8
229,ACTR10
230,ACTRT1
231,ACTRT2
232,ACTRT3
233,ACVR1
234,ACVR1B
235,ACVR1C
236,ACVR2A
237,ACVR2B
238,ACVRL1
239,ACY1
240,ACY3
241,ACYP1
242,ACYP2
243,ADA
244,ADA2
245,ADAD1
246,ADAD2
247,ADAL
248,ADAM2
249,ADAM7
250,ADAM8
251,ADAM9
252,ADAM10
253,ADAM11
254,ADAM12
255,ADAM15
256,ADAM17
257,ADAM18
258,ADAM19
259,ADAM20
260,ADAM21
261,ADAM22
262,ADAM23
263,ADAM28
264,ADAM29
265,ADAM30
266,ADAM32
267,ADAM33
268,ADAMDEC1
269,ADAMTS1
270,ADAMTS2
271,ADAMTS3
272,ADAMTS4
273,ADAMTS5
274,ADAMTS6
275,ADAMTS7
276,ADAMTS8
277,ADAMTS9
278,ADAMTS10
279,ADAMTS12
280,ADAMTS13
281,ADAMTS14
282,ADAMTS15
283,ADAMTS16
284,ADAMTS17
285,ADAMTS18
286,ADAMTS19
287,ADAMTS20
288,ADAMTSL1
289,ADAMTSL2
290,ADAMTSL3
291,ADAMTSL4
292,ADAMTSL5
293,ADAP1
294,ADAP2
295,ADAR
296,ADARB1
297,ADARB2
298,ADAT1
299,ADAT2
300,ADAT3
301,ADCK1
302,ADCK2
303,ADCK5
304,ADCY1
305,ADCY2
306,ADCY3
307,ADCY4
308,ADCY5
309,ADCY6
310,ADCY7
311,ADCY8
312,ADCY9
313,ADCY10
314,ADCYAP1
315,ADCYAP1R1
316,ADD1
317,ADD2
318,ADD3
319,ADGB
320,ADGRA1
321,ADGRA2
322,ADGRA3
323,ADGRB1
324,ADGRB2
325,ADGRB3
326,ADGRD1
327,ADGRD2
328,ADGRE1
329,ADGRE2
330,ADGRE3
331,ADGRE5
332,ADGRF1
333,ADGRF2
334,ADGRF3
335,ADGRF4
336,ADGRF5
337,ADGRG1
338,ADGRG2
339,ADGRG3
340,ADGRG4
341,ADGRG5
342,ADGRG6
343,ADGRG7
344,ADGRL1
345,ADGRL2
346,ADGRL3
347,ADGRL4
348,ADGRV1
349,ADH1A
350,ADH1B
351,ADH1C
352,ADH4
353,ADH5
354,ADH6
355,ADH7
356,ADHFE1
357,ADI1
358,ADIG
359,ADIPOQ
360,ADIPOR1
361,ADIPOR2
362,ADIRF
363,ADK
364,ADM
365,ADM2
366,ADM5
367,ADNP
368,ADNP2
369,ADO
370,ADORA1
371,ADORA2A
372,ADORA2B
373,ADORA3
374,ADPGK
375,ADPRH
376,ADPRHL1
377,ADPRHL2
378,ADPRM
379,ADRA1A
380,ADRA1B
381,ADRA1D
382,ADRA2A
383,ADRA2B
384,ADRA2C
385,ADRB1
386,ADRB2
387,ADRB3
388,ADRM1
389,ADSL
390,ADSS
391,ADSSL1
392,ADTRP
393,AEBP1
394,AEBP2
395,AEN
396,AES
397,AFAP1
398,AFAP1L1
399,AFAP1L2
400,AFDN
401,AFF1
402,AFF2
403,AFF3
404,AFF4
405,AFG1L
406,AFG3L2
407,AFM
408,AFMID
409,AFP
410,AFTPH
411,AGA
412,AGAP1
413,AGAP2
414,AGAP3
415,AGAP4
416,AGAP5
417,AGAP6
418,AGAP9
419,AGBL1
420,AGBL2
421,AGBL3
422,AGBL4
423,AGBL5
424,AGER
425,AGFG1
426,AGFG2
427,AGGF1
428,AGK
429,AGL
430,AGMAT
431,AGMO
432,AGO1
433,AGO2
434,AGO3
435,AGO4
436,AGPAT1
437,AGPAT2
438,AGPAT3
439,AGPAT4
440,AGPAT5
441,AGPS
442,AGR2
443,AGR3
444,AGRN
445,AGRP
446,AGT
447,AGTPBP1
448,AGTR1
449,AGTR2
450,AGTRAP
451,AGXT
452,AGXT2
453,AHCTF1
454,AHCY
455,AHCYL1
456,AHCYL2
457,AHDC1
458,AHI1
459,AHNAK
460,AHNAK2
461,AHR
462,AHRR
463,AHSA1
464,AHSG
465,AHSP
466,AICDA
467,AIDA
468,AIF1
469,AIF1L
470,AIFM1
471,AIFM2
472,AIFM3
473,AIG1
474,AIM2
475,AIMP1
476,AIMP2
477,AIP
478,AIPL1
479,AIRE
480,AJAP1
481,AJM1
482,AJUBA
483,AK1
484,AK2
485,AK3
486,AK4
487,AK5
488,AK6
489,AK7
490,AK8
491,AK9
492,AKAIN1
493,AKAP1
494,AKAP2
495,AKAP3
496,AKAP4
497,AKAP5
498,AKAP6
499,AKAP7
500,AKAP8
501,AKAP8L
502,AKAP9
503,AKAP10
504,AKAP11
505,AKAP12
506,AKAP13
507,AKAP14
508,AKAP17A
509,AKIP1
510,AKIRIN1
511,AKIRIN2
512,AKNA
513,AKNAD1
514,AKR1A1
515,AKR1B1
516,AKR1B10
517,AKR1B15
518,AKR1C1
519,AKR1C2
520,AKR1C3
521,AKR1C4
522,AKR1D1
523,AKR1E2
524,AKR7A2
525,AKR7A3
526,AKR7L
527,AKT1
528,AKT1S1
529,AKT2
530,AKT3
531,AKTIP
532,ALAD
